fecha,tienda_id,sku,unidades,venta_neta_mxn,descuento_mxn,canal
2026-06-29,T03,SKU-1094,3,126.00,0.00,Piso
2026-06-29,T03,SKU-1095,5,210.00,0.00,Piso
2026-06-29,T03,SKU-1097,3,144.00,0.00,Piso
2026-06-29,T03,SKU-1098,10,220.00,0.00,Piso
2026-06-29,T03,SKU-1099,5,180.00,0.00,Piso
2026-06-29,T03,SKU-1100,6,204.00,0.00,Piso
2026-06-29,T03,SKU-1101,2,38.00,0.00,Piso
2026-06-29,T03,SKU-1102,9,882.00,0.00,Piso
2026-06-29,T03,SKU-1103,8,336.00,0.00,Piso
2026-06-29,T03,SKU-1104,8,368.00,0.00,Piso
2026-06-29,T03,SKU-1105,2,64.00,0.00,Piso
2026-06-29,T03,SKU-1106,1,68.00,0.00,Piso
2026-06-29,T03,SKU-1107,5,90.00,0.00,Piso
2026-06-29,T03,SKU-1108,4,180.00,0.00,Piso
2026-06-29,T03,SKU-1109,2,156.00,0.00,Piso
2026-06-29,T03,SKU-1111,3,117.00,0.00,Piso
2026-06-29,T03,SKU-1112,3,102.00,0.00,Piso
2026-06-29,T03,SKU-1114,4,224.00,0.00,Piso
2026-06-29,T03,SKU-1115,2,96.00,0.00,Piso
2026-06-29,T03,SKU-1116,1,84.00,0.00,Piso
2026-06-29,T03,SKU-1117,5,180.00,0.00,Piso
2026-06-29,T03,SKU-1118,2,518.00,0.00,Piso
2026-06-29,T03,SKU-1119,5,160.00,0.00,Piso
2026-06-29,T03,SKU-1120,1,145.00,0.00,Piso
2026-06-29,T04,SKU-1001,12,330.00,0.00,Piso
2026-06-29,T04,SKU-1002,9,189.15,71.85,Piso
2026-06-29,T04,SKU-1003,2,57.00,0.00,Piso
2026-06-29,T04,SKU-1004,2,92.00,0.00,Piso
2026-06-29,T04,SKU-1005,13,162.50,0.00,Piso
2026-06-29,T04,SKU-1006,6,468.00,0.00,Piso
2026-06-29,T04,SKU-1007,3,276.00,0.00,Piso
2026-06-29,T04,SKU-1008,3,162.22,29.78,Piso
2026-06-29,T04,SKU-1009,3,114.00,0.00,Piso
2026-06-29,T04,SKU-1011,16,784.00,0.00,Piso
2026-06-29,T04,SKU-1012,5,260.00,0.00,Piso
2026-06-29,T04,SKU-1013,19,66.50,0.00,Piso
2026-06-29,T04,SKU-1014,14,143.70,52.30,Piso
2026-06-29,T04,SKU-1015,9,144.00,0.00,Piso
2026-06-29,T04,SKU-1018,6,264.00,0.00,Piso
2026-06-29,T04,SKU-1018,-1,-44.00,0.00,Piso
2026-06-29,T04,SKU-1019,8,288.00,0.00,Piso
2026-06-29,T04,SKU-1020,7,126.00,0.00,Piso
2026-06-29,T04,SKU-1021,3,66.00,0.00,Piso
2026-06-29,T04,SKU-1022,5,160.00,0.00,Piso
2026-06-29,T04,SKU-1023,3,417.00,0.00,Piso
2026-06-29,T04,SKU-1024,6,414.00,0.00,Piso
2026-06-29,T04,SKU-1025,4,876.00,0.00,Piso
2026-06-29,T04,SKU-1026,4,553.36,146.64,Piso
2026-06-29,T04,SKU-1029,6,288.00,0.00,Piso
2026-06-29,T04,SKU-1030,2,104.00,0.00,Piso
2026-06-29,T04,SKU-1031,3,294.00,0.00,Piso
2026-06-29,T04,SKU-1033,14,229.70,78.30,Piso
2026-06-29,T04,SKU-1034,8,392.00,0.00,Piso
2026-06-29,T04,SKU-1035,6,408.00,0.00,Piso
2026-06-29,T04,SKU-1036,11,352.00,0.00,Piso
2026-06-29,T04,SKU-1037,8,152.00,0.00,Piso
2026-06-29,T04,SKU-1038,4,220.00,0.00,Piso
2026-06-29,T04,SKU-1039,11,319.00,0.00,Piso
2026-06-29,T04,SKU-1040,10,260.00,0.00,Piso
2026-06-29,T04,SKU-1041,8,248.00,0.00,Piso
2026-06-29,T04,SKU-1042,4,180.00,0.00,Piso
2026-06-29,T04,SKU-1043,5,120.00,0.00,Piso
2026-06-29,T04,SKU-1044,8,144.00,0.00,Piso
2026-06-29,T04,SKU-1045,2,64.00,0.00,Piso
2026-06-29,T04,SKU-1046,7,308.00,0.00,Piso
2026-06-29,T04,SKU-1048,4,136.00,0.00,Piso
2026-06-29,T04,SKU-1050,11,506.00,0.00,Piso
2026-06-29,T04,SKU-1051,1,28.00,0.00,Piso
2026-06-29,T04,SKU-1054,6,66.00,0.00,Piso
2026-06-29,T04,SKU-1055,13,312.00,0.00,Piso
2026-06-29,T04,SKU-1056,1,36.00,0.00,Piso
2026-06-29,T04,SKU-1056,-1,-36.00,0.00,Piso
2026-06-29,T04,SKU-1057,3,81.00,0.00,Piso
2026-06-29,T04,SKU-1058,10,130.00,0.00,Piso
2026-06-29,T04,SKU-1059,4,152.00,0.00,Piso
2026-06-29,T04,SKU-1060,3,147.00,0.00,Piso
2026-06-29,T04,SKU-1061,2,66.00,0.00,Piso
2026-06-29,T04,SKU-1062,2,238.00,0.00,Piso
2026-06-29,T04,SKU-1063,2,290.00,0.00,Piso
2026-06-29,T04,SKU-1064,3,216.00,0.00,Piso
2026-06-29,T04,SKU-1065,3,87.00,0.00,Piso
2026-06-29,T04,SKU-1066,1,39.00,0.00,Piso
2026-06-29,T04,SKU-1067,3,264.00,0.00,Piso
2026-06-29,T04,SKU-1068,2,72.00,0.00,Piso
2026-06-29,T04,SKU-1069,2,84.00,0.00,Piso
2026-06-29,T04,SKU-1070,5,290.00,0.00,Piso
2026-06-29,T04,SKU-1071,8,368.00,0.00,Piso
2026-06-29,T04,SKU-1073,5,105.00,0.00,Piso
2026-06-29,T04,SKU-1074,8,208.00,0.00,Piso
2026-06-29,T04,SKU-1075,11,165.00,0.00,Piso
2026-06-29,T04,SKU-1076,14,476.00,0.00,Piso
2026-06-29,T04,SKU-1077,13,494.00,0.00,Piso
2026-06-29,T04,SKU-1078,12,240.00,0.00,Piso
2026-06-29,T04,SKU-1080,3,114.00,0.00,Piso
2026-06-29,T04,SKU-1081,6,102.00,0.00,Piso
2026-06-29,T04,SKU-1082,6,192.00,0.00,Piso
2026-06-29,T04,SKU-1083,4,120.00,0.00,Piso
2026-06-29,T04,SKU-1085,2,44.00,0.00,Piso
2026-06-29,T04,SKU-1086,7,826.00,0.00,Piso
2026-06-29,T04,SKU-1087,4,528.00,0.00,Piso
2026-06-29,T04,SKU-1089,1,385.00,0.00,Piso
2026-06-29,T04,SKU-1090,3,117.00,0.00,Piso
2026-06-29,T04,SKU-1091,11,154.00,0.00,Piso
2026-06-29,T04,SKU-1094,1,42.00,0.00,Piso
2026-06-29,T04,SKU-1095,2,84.00,0.00,Piso
2026-06-29,T04,SKU-1096,7,903.00,0.00,Piso
2026-06-29,T04,SKU-1098,6,132.00,0.00,Piso
2026-06-29,T04,SKU-1099,7,252.00,0.00,Piso
2026-06-29,T04,SKU-1100,13,442.00,0.00,Piso
2026-06-29,T04,SKU-1101,3,57.00,0.00,Piso
2026-06-29,T04,SKU-1102,5,490.00,0.00,Piso
2026-06-29,T04,SKU-1103,5,210.00,0.00,Piso
2026-06-29,T04,SKU-1104,5,230.00,0.00,Piso
2026-06-29,T04,SKU-1105,2,64.00,0.00,Piso
2026-06-29,T04,SKU-1106,1,68.00,0.00,Piso
2026-06-29,T04,SKU-1107,1,18.00,0.00,Piso
2026-06-29,T04,SKU-1108,2,90.00,0.00,Piso
2026-06-29,T04,SKU-1109,4,312.00,0.00,Piso
2026-06-29,T04,SKU-1110,3,234.00,0.00,Piso
2026-06-29,T04,SKU-1111,10,390.00,0.00,Piso
2026-06-29,T04,SKU-1112,5,170.00,0.00,Piso
2026-06-29,T04,SKU-1113,2,84.00,0.00,Piso
2026-06-29,T04,SKU-1114,3,168.00,0.00,Piso
2026-06-29,T04,SKU-1116,1,84.00,0.00,Piso
2026-06-29,T04,SKU-1117,5,180.00,0.00,Piso
2026-06-29,T04,SKU-1119,1,32.00,0.00,Piso
2026-06-30,T01,SKU-1001,40,1100.00,0.00,Piso
2026-06-30,T01,SKU-1002,3,87.00,0.00,Ecommerce
2026-06-30,T01,SKU-1002,20,580.00,0.00,Piso
2026-06-30,T01,SKU-1003,24,484.15,199.85,Piso
2026-06-30,T01,SKU-1004,14,644.00,0.00,Piso
2026-06-30,T01,SKU-1005,9,112.50,0.00,Ecommerce
2026-06-30,T01,SKU-1005,41,512.50,0.00,Piso
2026-06-30,T01,SKU-1006,15,877.61,292.39,Piso
2026-06-30,T01,SKU-1007,10,920.00,0.00,Piso
2026-06-30,T01,SKU-1008,9,576.00,0.00,Piso
2026-06-30,T01,SKU-1011,6,294.00,0.00,Ecommerce
2026-06-30,T01,SKU-1011,47,2303.00,0.00,Piso
2026-06-30,T01,SKU-1012,4,208.00,0.00,Piso
2026-06-30,T01,SKU-1013,3,10.50,0.00,Ecommerce
2026-06-30,T01,SKU-1013,49,136.38,35.12,Piso
2026-06-30,T01,SKU-1014,4,56.00,0.00,Ecommerce
2026-06-30,T01,SKU-1014,38,532.00,0.00,Piso
2026-06-30,T01,SKU-1015,20,320.00,0.00,Piso
2026-06-30,T01,SKU-1016,7,294.00,0.00,Piso
2026-06-30,T01,SKU-1017,2,48.00,0.00,Ecommerce
2026-06-30,T01,SKU-1017,53,1272.00,0.00,Piso
2026-06-30,T01,SKU-1018,25,1100.00,0.00,Piso
2026-06-30,T01,SKU-1019,16,576.00,0.00,Piso
2026-06-30,T01,SKU-1021,4,88.00,0.00,Piso
2026-06-30,T01,SKU-1022,11,352.00,0.00,Piso
2026-06-30,T01,SKU-1023,15,2085.00,0.00,Piso
2026-06-30,T01,SKU-1024,17,1173.00,0.00,Piso
2026-06-30,T01,SKU-1025,13,2847.00,0.00,Piso
2026-06-30,T01,SKU-1026,11,1630.00,295.00,Piso
2026-06-30,T01,SKU-1027,5,645.00,0.00,Piso
2026-06-30,T01,SKU-1028,12,1788.00,0.00,Piso
2026-06-30,T01,SKU-1029,14,672.00,0.00,Piso
2026-06-30,T01,SKU-1030,13,676.00,0.00,Piso
2026-06-30,T01,SKU-1031,3,294.00,0.00,Piso
2026-06-30,T01,SKU-1032,5,575.00,0.00,Piso
2026-06-30,T01,SKU-1033,8,176.00,0.00,Ecommerce
2026-06-30,T01,SKU-1033,56,1232.00,0.00,Piso
2026-06-30,T01,SKU-1034,29,1421.00,0.00,Piso
2026-06-30,T01,SKU-1035,3,204.00,0.00,Ecommerce
2026-06-30,T01,SKU-1035,24,1632.00,0.00,Piso
2026-06-30,T01,SKU-1036,4,128.00,0.00,Ecommerce
2026-06-30,T01,SKU-1036,37,1184.00,0.00,Piso
2026-06-30,T01,SKU-1038,14,770.00,0.00,Piso
2026-06-30,T01,SKU-1039,3,87.00,0.00,Ecommerce
2026-06-30,T01,SKU-1039,45,1305.00,0.00,Piso
2026-06-30,T01,SKU-1040,4,104.00,0.00,Ecommerce
2026-06-30,T01,SKU-1040,27,702.00,0.00,Piso
2026-06-30,T01,SKU-1041,27,837.00,0.00,Piso
2026-06-30,T01,SKU-1042,19,855.00,0.00,Piso
2026-06-30,T01,SKU-1043,12,288.00,0.00,Piso
2026-06-30,T01,SKU-1044,19,342.00,0.00,Piso
2026-06-30,T01,SKU-1045,21,672.00,0.00,Piso
2026-06-30,T01,SKU-1046,20,880.00,0.00,Piso
2026-06-30,T01,SKU-1047,18,756.00,0.00,Piso
2026-06-30,T01,SKU-1048,15,510.00,0.00,Piso
2026-06-30,T01,SKU-1049,7,98.00,0.00,Piso
2026-06-30,T01,SKU-1051,9,252.00,0.00,Piso
2026-06-30,T01,SKU-1052,14,350.00,0.00,Piso
2026-06-30,T01,SKU-1053,5,60.00,0.00,Ecommerce
2026-06-30,T01,SKU-1053,28,336.00,0.00,Piso
2026-06-30,T01,SKU-1054,21,231.00,0.00,Piso
2026-06-30,T01,SKU-1055,1,24.00,0.00,Ecommerce
2026-06-30,T01,SKU-1055,23,552.00,0.00,Piso
2026-06-30,T01,SKU-1056,7,252.00,0.00,Piso
2026-06-30,T01,SKU-1057,7,189.00,0.00,Piso
2026-06-30,T01,SKU-1058,25,325.00,0.00,Piso
2026-06-30,T01,SKU-1059,4,152.00,0.00,Piso
2026-06-30,T01,SKU-1060,11,539.00,0.00,Piso
2026-06-30,T01,SKU-1061,4,132.00,0.00,Piso
2026-06-30,T01,SKU-1062,5,595.00,0.00,Piso
2026-06-30,T01,SKU-1063,7,1015.00,0.00,Piso
2026-06-30,T01,SKU-1064,3,216.00,0.00,Piso
2026-06-30,T01,SKU-1065,6,174.00,0.00,Piso
2026-06-30,T01,SKU-1066,10,390.00,0.00,Piso
2026-06-30,T01,SKU-1067,4,352.00,0.00,Piso
2026-06-30,T01,SKU-1068,11,396.00,0.00,Piso
2026-06-30,T01,SKU-1069,19,798.00,0.00,Piso
2026-06-30,T01,SKU-1070,8,464.00,0.00,Piso
2026-06-30,T01,SKU-1071,3,138.00,0.00,Ecommerce
2026-06-30,T01,SKU-1071,36,1656.00,0.00,Piso
2026-06-30,T01,SKU-1073,14,294.00,0.00,Piso
2026-06-30,T01,SKU-1074,12,312.00,0.00,Piso
2026-06-30,T01,SKU-1075,10,150.00,0.00,Ecommerce
2026-06-30,T01,SKU-1075,42,630.00,0.00,Piso
2026-06-30,T01,SKU-1076,19,646.00,0.00,Piso
2026-06-30,T01,SKU-1077,1,38.00,0.00,Ecommerce
2026-06-30,T01,SKU-1077,42,1596.00,0.00,Piso
2026-06-30,T01,SKU-1078,6,120.00,0.00,Ecommerce
2026-06-30,T01,SKU-1078,44,880.00,0.00,Piso
2026-06-30,T01,SKU-1079,18,612.00,0.00,Piso
2026-06-30,T01,SKU-1080,10,380.00,0.00,Piso
2026-06-30,T01,SKU-1081,16,272.00,0.00,Piso
2026-06-30,T01,SKU-1084,12,288.00,0.00,Piso
2026-06-30,T01,SKU-1085,15,330.00,0.00,Piso
2026-06-30,T01,SKU-1085,-2,-44.00,0.00,Piso
2026-06-30,T01,SKU-1086,16,1888.00,0.00,Piso
2026-06-30,T01,SKU-1088,1,189.00,0.00,Piso
2026-06-30,T01,SKU-1089,5,1925.00,0.00,Piso
2026-06-30,T01,SKU-1090,16,624.00,0.00,Piso
2026-06-30,T01,SKU-1091,24,336.00,0.00,Piso
2026-06-30,T01,SKU-1092,12,432.00,0.00,Piso
2026-06-30,T01,SKU-1093,7,196.00,0.00,Piso
2026-06-30,T01,SKU-1094,4,168.00,0.00,Piso
2026-06-30,T01,SKU-1095,14,588.00,0.00,Piso
2026-06-30,T01,SKU-1096,6,774.00,0.00,Piso
2026-06-30,T01,SKU-1097,7,336.00,0.00,Piso
2026-06-30,T01,SKU-1098,23,506.00,0.00,Piso
2026-06-30,T01,SKU-1099,9,324.00,0.00,Piso
2026-06-30,T01,SKU-1100,14,476.00,0.00,Piso
2026-06-30,T01,SKU-1101,8,152.00,0.00,Piso
2026-06-30,T01,SKU-1103,10,420.00,0.00,Piso
2026-06-30,T01,SKU-1104,13,598.00,0.00,Piso
2026-06-30,T01,SKU-1105,12,384.00,0.00,Piso
2026-06-30,T01,SKU-1106,5,340.00,0.00,Piso
2026-06-30,T01,SKU-1107,10,180.00,0.00,Piso
2026-06-30,T01,SKU-1109,10,780.00,0.00,Piso
2026-06-30,T01,SKU-1110,12,936.00,0.00,Piso
2026-06-30,T01,SKU-1111,12,468.00,0.00,Piso
2026-06-30,T01,SKU-1112,13,405.90,36.10,Piso
2026-06-30,T01,SKU-1113,5,191.40,18.60,Piso
2026-06-30,T01,SKU-1114,11,616.00,0.00,Piso
2026-06-30,T01,SKU-1115,8,384.00,0.00,Piso
2026-06-30,T01,SKU-1116,6,467.26,36.74,Piso
2026-06-30,T01,SKU-1117,14,504.00,0.00,Piso
2026-06-30,T01,SKU-1118,12,3108.00,0.00,Piso
2026-06-30,T01,SKU-1119,9,288.00,0.00,Piso
2026-06-30,T01,SKU-1120,1,145.00,0.00,Piso
2026-06-30,T02,SKU-1001,26,715.00,0.00,Piso
2026-06-30,T02,SKU-1002,2,58.00,0.00,Ecommerce
2026-06-30,T02,SKU-1002,24,696.00,0.00,Piso
2026-06-30,T02,SKU-1003,19,541.50,0.00,Piso
2026-06-30,T02,SKU-1004,17,627.14,154.86,Piso
2026-06-30,T02,SKU-1005,3,37.50,0.00,Ecommerce
2026-06-30,T02,SKU-1005,28,350.00,0.00,Piso
2026-06-30,T02,SKU-1006,10,780.00,0.00,Piso
2026-06-30,T02,SKU-1007,5,460.00,0.00,Piso
2026-06-30,T02,SKU-1009,11,316.22,101.78,Piso
2026-06-30,T02,SKU-1010,7,168.00,0.00,Piso
2026-06-30,T02,SKU-1011,4,196.00,0.00,Ecommerce
2026-06-30,T02,SKU-1012,7,364.00,0.00,Piso
2026-06-30,T02,SKU-1013,10,35.00,0.00,Ecommerce
2026-06-30,T02,SKU-1013,42,147.00,0.00,Piso
2026-06-30,T02,SKU-1014,4,56.00,0.00,Ecommerce
2026-06-30,T02,SKU-1014,32,448.00,0.00,Piso
2026-06-30,T02,SKU-1015,14,224.00,0.00,Piso
2026-06-30,T02,SKU-1016,5,210.00,0.00,Piso
2026-06-30,T02,SKU-1017,7,168.00,0.00,Ecommerce
2026-06-30,T02,SKU-1017,42,1008.00,0.00,Piso
2026-06-30,T02,SKU-1018,29,1276.00,0.00,Piso
2026-06-30,T02,SKU-1019,11,396.00,0.00,Piso
2026-06-30,T02,SKU-1020,11,198.00,0.00,Piso
2026-06-30,T02,SKU-1021,5,110.00,0.00,Piso
2026-06-30,T02,SKU-1022,10,320.00,0.00,Piso
2026-06-30,T02,SKU-1023,19,2641.00,0.00,Piso
2026-06-30,T02,SKU-1024,17,1173.00,0.00,Piso
2026-06-30,T02,SKU-1025,5,1095.00,0.00,Piso
2026-06-30,T02,SKU-1026,18,3150.00,0.00,Piso
2026-06-30,T02,SKU-1027,6,774.00,0.00,Piso
2026-06-30,T02,SKU-1028,4,596.00,0.00,Piso
2026-06-30,T02,SKU-1029,19,912.00,0.00,Piso
2026-06-30,T02,SKU-1031,2,196.00,0.00,Piso
2026-06-30,T02,SKU-1032,6,690.00,0.00,Piso
2026-06-30,T02,SKU-1033,4,88.00,0.00,Ecommerce
2026-06-30,T02,SKU-1033,48,1056.00,0.00,Piso
2026-06-30,T02,SKU-1034,21,1029.00,0.00,Piso
2026-06-30,T02,SKU-1035,2,136.00,0.00,Ecommerce
2026-06-30,T02,SKU-1035,19,1075.99,216.01,Piso
2026-06-30,T02,SKU-1036,2,64.00,0.00,Ecommerce
2026-06-30,T02,SKU-1036,22,704.00,0.00,Piso
2026-06-30,T02,SKU-1037,17,323.00,0.00,Piso
2026-06-30,T02,SKU-1038,7,385.00,0.00,Piso
2026-06-30,T02,SKU-1039,6,174.00,0.00,Ecommerce
2026-06-30,T02,SKU-1039,30,870.00,0.00,Piso
2026-06-30,T02,SKU-1040,1,26.00,0.00,Ecommerce
2026-06-30,T02,SKU-1040,16,416.00,0.00,Piso
2026-06-30,T02,SKU-1041,3,93.00,0.00,Ecommerce
2026-06-30,T02,SKU-1041,19,589.00,0.00,Piso
2026-06-30,T02,SKU-1042,16,720.00,0.00,Piso
2026-06-30,T02,SKU-1043,16,384.00,0.00,Piso
2026-06-30,T02,SKU-1044,12,216.00,0.00,Piso
2026-06-30,T02,SKU-1045,22,704.00,0.00,Piso
2026-06-30,T02,SKU-1046,14,616.00,0.00,Piso
2026-06-30,T02,SKU-1047,10,420.00,0.00,Piso
2026-06-30,T02,SKU-1048,14,476.00,0.00,Piso
2026-06-30,T02,SKU-1049,9,126.00,0.00,Piso
2026-06-30,T02,SKU-1050,30,1380.00,0.00,Piso
2026-06-30,T02,SKU-1051,9,252.00,0.00,Piso
2026-06-30,T02,SKU-1052,11,275.00,0.00,Piso
2026-06-30,T02,SKU-1053,21,252.00,0.00,Piso
2026-06-30,T02,SKU-1055,3,72.00,0.00,Ecommerce
2026-06-30,T02,SKU-1055,32,768.00,0.00,Piso
2026-06-30,T02,SKU-1056,7,252.00,0.00,Piso
2026-06-30,T02,SKU-1057,13,351.00,0.00,Piso
2026-06-30,T02,SKU-1058,22,286.00,0.00,Piso
2026-06-30,T02,SKU-1060,7,315.71,27.29,Piso
2026-06-30,T02,SKU-1061,17,561.00,0.00,Piso
2026-06-30,T02,SKU-1062,6,714.00,0.00,Piso
2026-06-30,T02,SKU-1064,7,504.00,0.00,Piso
2026-06-30,T02,SKU-1065,8,232.00,0.00,Piso
2026-06-30,T02,SKU-1066,2,78.00,0.00,Piso
2026-06-30,T02,SKU-1067,3,264.00,0.00,Piso
2026-06-30,T02,SKU-1068,12,432.00,0.00,Piso
2026-06-30,T02,SKU-1069,14,588.00,0.00,Piso
2026-06-30,T02,SKU-1070,7,406.00,0.00,Piso
2026-06-30,T02,SKU-1071,4,184.00,0.00,Ecommerce
2026-06-30,T02,SKU-1072,10,290.00,0.00,Piso
2026-06-30,T02,SKU-1073,16,336.00,0.00,Piso
2026-06-30,T02,SKU-1074,18,468.00,0.00,Piso
2026-06-30,T02,SKU-1075,6,90.00,0.00,Ecommerce
2026-06-30,T02,SKU-1075,35,525.00,0.00,Piso
2026-06-30,T02,SKU-1076,23,782.00,0.00,Piso
2026-06-30,T02,SKU-1077,5,190.00,0.00,Ecommerce
2026-06-30,T02,SKU-1077,33,1254.00,0.00,Piso
2026-06-30,T02,SKU-1078,3,60.00,0.00,Ecommerce
2026-06-30,T02,SKU-1078,51,1020.00,0.00,Piso
2026-06-30,T02,SKU-1079,17,578.00,0.00,Piso
2026-06-30,T02,SKU-1080,14,532.00,0.00,Piso
2026-06-30,T02,SKU-1081,18,306.00,0.00,Piso
2026-06-30,T02,SKU-1082,16,512.00,0.00,Piso
2026-06-30,T02,SKU-1083,7,210.00,0.00,Piso
2026-06-30,T02,SKU-1084,9,216.00,0.00,Piso
2026-06-30,T02,SKU-1085,12,264.00,0.00,Piso
2026-06-30,T02,SKU-1086,23,2714.00,0.00,Piso
2026-06-30,T02,SKU-1087,7,924.00,0.00,Piso
2026-06-30,T02,SKU-1088,1,189.00,0.00,Piso
2026-06-30,T02,SKU-1090,25,975.00,0.00,Piso
2026-06-30,T02,SKU-1091,18,252.00,0.00,Piso
2026-06-30,T02,SKU-1092,4,144.00,0.00,Piso
2026-06-30,T02,SKU-1093,9,252.00,0.00,Piso
2026-06-30,T02,SKU-1095,12,504.00,0.00,Piso
2026-06-30,T02,SKU-1099,12,432.00,0.00,Piso
2026-06-30,T02,SKU-1100,9,306.00,0.00,Piso
2026-06-30,T02,SKU-1102,23,2254.00,0.00,Piso
2026-06-30,T02,SKU-1104,11,506.00,0.00,Piso
2026-06-30,T02,SKU-1105,12,384.00,0.00,Piso
2026-06-30,T02,SKU-1106,4,272.00,0.00,Piso
2026-06-30,T02,SKU-1108,11,495.00,0.00,Piso
2026-06-30,T02,SKU-1109,11,858.00,0.00,Piso
2026-06-30,T02,SKU-1110,7,513.00,33.00,Piso
2026-06-30,T02,SKU-1111,12,468.00,0.00,Piso
2026-06-30,T02,SKU-1112,8,272.00,0.00,Piso
2026-06-30,T02,SKU-1113,3,126.00,0.00,Piso
2026-06-30,T02,SKU-1114,11,616.00,0.00,Piso
2026-06-30,T02,SKU-1115,3,144.00,0.00,Piso
2026-06-30,T02,SKU-1116,6,504.00,0.00,Piso
2026-06-30,T02,SKU-1117,7,252.00,0.00,Piso
2026-06-30,T02,SKU-1118,4,1036.00,0.00,Piso
2026-06-30,T02,SKU-1119,6,192.00,0.00,Piso
2026-06-30,T02,SKU-1120,1,131.62,13.38,Piso
2026-06-30,T03,SKU-1001,17,467.50,0.00,Piso
2026-06-30,T03,SKU-1002,15,435.00,0.00,Piso
2026-06-30,T03,SKU-1003,7,199.50,0.00,Piso
2026-06-30,T03,SKU-1005,19,237.50,0.00,Piso
2026-06-30,T03,SKU-1007,3,276.00,0.00,Piso
2026-06-30,T03,SKU-1008,5,320.00,0.00,Piso
2026-06-30,T03,SKU-1009,6,228.00,0.00,Piso
2026-06-30,T03,SKU-1010,6,144.00,0.00,Piso
2026-06-30,T03,SKU-1012,4,208.00,0.00,Piso
2026-06-30,T03,SKU-1013,33,115.50,0.00,Piso
2026-06-30,T03,SKU-1014,12,168.00,0.00,Piso
2026-06-30,T03,SKU-1015,11,135.32,40.68,Piso
2026-06-30,T03,SKU-1016,5,210.00,0.00,Piso
2026-06-30,T03,SKU-1017,13,312.00,0.00,Piso
2026-06-30,T03,SKU-1018,13,572.00,0.00,Piso
2026-06-30,T03,SKU-1019,10,360.00,0.00,Piso
2026-06-30,T03,SKU-1020,8,144.00,0.00,Piso
2026-06-30,T03,SKU-1021,5,110.00,0.00,Piso
2026-06-30,T03,SKU-1022,5,160.00,0.00,Piso
2026-06-30,T03,SKU-1023,7,716.67,256.33,Piso
2026-06-30,T03,SKU-1024,7,375.12,107.88,Piso
2026-06-30,T03,SKU-1026,2,350.00,0.00,Piso
2026-06-30,T03,SKU-1027,4,516.00,0.00,Piso
2026-06-30,T03,SKU-1029,12,576.00,0.00,Piso
2026-06-30,T03,SKU-1030,7,364.00,0.00,Piso
2026-06-30,T03,SKU-1033,19,327.03,90.97,Piso
2026-06-30,T03,SKU-1034,8,392.00,0.00,Piso
2026-06-30,T03,SKU-1035,18,1224.00,0.00,Piso
2026-06-30,T03,SKU-1036,12,384.00,0.00,Piso
2026-06-30,T03,SKU-1037,13,247.00,0.00,Piso
2026-06-30,T03,SKU-1038,3,120.36,44.64,Piso
2026-06-30,T03,SKU-1039,22,638.00,0.00,Piso
2026-06-30,T03,SKU-1040,14,364.00,0.00,Piso
2026-06-30,T03,SKU-1040,-1,-26.00,0.00,Piso
2026-06-30,T03,SKU-1042,2,90.00,0.00,Piso
2026-06-30,T03,SKU-1043,8,192.00,0.00,Piso
2026-06-30,T03,SKU-1044,5,90.00,0.00,Piso
2026-06-30,T03,SKU-1045,9,288.00,0.00,Piso
2026-06-30,T03,SKU-1046,5,220.00,0.00,Piso
2026-06-30,T03,SKU-1047,7,294.00,0.00,Piso
2026-06-30,T03,SKU-1049,3,42.00,0.00,Piso
2026-06-30,T03,SKU-1050,2,92.00,0.00,Piso
2026-06-30,T03,SKU-1051,1,28.00,0.00,Piso
2026-06-30,T03,SKU-1053,13,156.00,0.00,Piso
2026-06-30,T03,SKU-1054,6,66.00,0.00,Piso
2026-06-30,T03,SKU-1055,9,216.00,0.00,Piso
2026-06-30,T03,SKU-1056,3,108.00,0.00,Piso
2026-06-30,T03,SKU-1057,3,81.00,0.00,Piso
2026-06-30,T03,SKU-1058,12,156.00,0.00,Piso
2026-06-30,T03,SKU-1059,2,76.00,0.00,Piso
2026-06-30,T03,SKU-1060,6,294.00,0.00,Piso
2026-06-30,T03,SKU-1061,5,165.00,0.00,Piso
2026-06-30,T03,SKU-1062,7,833.00,0.00,Piso
2026-06-30,T03,SKU-1064,6,432.00,0.00,Piso
2026-06-30,T03,SKU-1065,6,174.00,0.00,Piso
2026-06-30,T03,SKU-1066,2,78.00,0.00,Piso
2026-06-30,T03,SKU-1067,2,176.00,0.00,Piso
2026-06-30,T03,SKU-1068,3,108.00,0.00,Piso
2026-06-30,T03,SKU-1070,2,116.00,0.00,Piso
2026-06-30,T03,SKU-1071,9,414.00,0.00,Piso
2026-06-30,T03,SKU-1072,10,290.00,0.00,Piso
2026-06-30,T03,SKU-1073,7,147.00,0.00,Piso
2026-06-30,T03,SKU-1074,7,182.00,0.00,Piso
2026-06-30,T03,SKU-1075,19,285.00,0.00,Piso
2026-06-30,T03,SKU-1076,13,442.00,0.00,Piso
2026-06-30,T03,SKU-1077,19,722.00,0.00,Piso
2026-06-30,T03,SKU-1079,9,306.00,0.00,Piso
2026-06-30,T03,SKU-1080,8,304.00,0.00,Piso
2026-06-30,T03,SKU-1081,7,119.00,0.00,Piso
2026-06-30,T03,SKU-1083,11,330.00,0.00,Piso
