ticket_id,fecha_creacion,tienda_id,categoria,prioridad,estado,titulo,descripcion,fecha_cierre
1145,2026-07-18 12:25,T01,TI,Baja,Cerrado,Se cayó el wifi de los handhelds,"Los handhelds de piso no agarran wifi en el pasillo 3, no podemos hacer conteos.",2026-07-26 22:39
1146,2026-07-18 14:56,T03,TI,Alta,Resuelto,pantalla de precios apagada,"La pantalla digital de precios de la entrada está en negro, ya la desconectamos y conectamos.",2026-07-19 02:54
1147,2026-07-18 21:07,T02,Inventario,Media,Resuelto,Producto no llegó del CEDIS gracias,"El pedido de ayer llegó sin la tarima de lacteos, no tenemos leche para el fin de semana gracias",2026-07-20 14:45
1148,2026-07-19 07:49,T04,Inventario,Alta,Resuelto,Producto no llego del CEDIS,"el pedido de ayer llegó sin la tarima de lacteos, no tenemos leche para el fin de semana.",2026-07-19 20:45
1149,2026-07-19 08:31,T02,Inventario,Baja,Cerrado,faltante en recepción,"En la recepcion de PRV-08 faltaron 35 cajas contra la factura, ya lo anotamos en la remisión.",2026-07-28 15:11
1150,2026-07-19 15:43,T02,RH,Baja,Cerrado,Error en nomina,"a dos cajeros les pagaron menos horas de las que checaron la semana pasada, favor de revisar.",2026-07-28 10:30
1151,2026-07-19 17:18,T02,Cajas,Media,Resuelto,Terminal bancaria rechazada,"La terminal de la caja 3 rechaza todas las tarjetas, dice error de comunicacion gracias",2026-07-23 06:59
1152,2026-07-20 11:34,T01,TI,Baja,Cerrado,Cámaras sin grabar gracias,"El sistema de camaras marca que no esta grabando desde la noche, lo necesitamos por seguridad.",2026-07-23 00:59
1153,2026-07-20 13:56,T03,Cajas,Media,Cerrado,báscula descalibrada,"La bascula de la caja 8 pesa de mas, un cliente lo comprobo con su propia bascula gracias",2026-07-21 12:03
1154,2026-07-20 15:11,T04,Cajas,Baja,Cerrado,cajon de dinero no abre,"El cajon de la caja 7 no abre, la cajera tiene que abrirlo con la llave cada venta.",2026-07-23 06:38
1155,2026-07-20 16:29,T02,Mantenimiento,Baja,Cerrado,Fuga de agua en baños,"Fuga de agua en el baño de clientes, el lavabo no cierra y se desperdicia mucha agua.",2026-07-25 17:18
1156,2026-07-20 16:51,T04,Cajas,Alta,Cerrado,Cajón de dinero no abre,"El cajon de la caja 10 no abre, la cajera tiene que abrirlo con la llave cada venta.",2026-07-22 07:03
1157,2026-07-21 11:29,T03,TI,Alta,Resuelto,reloj checador no lee huellas,"El checador de la entrada de empleados no lee huellas, los muchachos no pueden checar entrada.",2026-07-21 19:17
1158,2026-07-21 18:02,T03,Mantenimiento,Crítica,Resuelto,refrigerador de carnes no enfría,"el refri de carnes marca 9 grados y debe estar en 2, urge tecnico antes de q se eche a perder el producto.",2026-07-21 21:18
1159,2026-07-21 20:00,T01,TI,Media,Cerrado,Camaras sin grabar,"El sistema de camaras marca q no esta grabando desde la noche, lo necesitamos por seguridad.",2026-07-22 13:12
1160,2026-07-21 21:41,T04,RH,Baja,Cerrado,Baja de colaborador,"Un colaborador de cajas renunció, favor de procesar su baja y finiquito gracias",2026-07-31 06:15
1161,2026-07-22 19:58,T01,Inventario,Baja,Resuelto,Producto no llegó del CEDIS,"El pedido de ayer llegó sin la tarima de lacteos, no tenemos leche para el fin de semana.",2026-07-30 07:37
1162,2026-07-23 11:31,T03,TI,Media,Cerrado,Se cayó el wifi de los handhelds,"Los handhelds de piso no agarran wifi en el pasillo 8, no podemos hacer conteos.",2026-07-26 01:15
1163,2026-07-23 15:42,T04,TI,Media,Resuelto,pantalla de precios apagada,"la pantalla digital de precios de la entrada esta en negro, ya la desconectamos y conectamos.",2026-07-25 15:11
1164,2026-07-23 17:31,T03,Inventario,Baja,Cerrado,Precio en anaquel no coincide,"el precio en anaquel de toallas de papel 2 rollos es distinto al de caja, los clientes reclaman.",2026-07-31 01:54
1165,2026-07-24 09:24,T04,Cajas,Baja,Cerrado,impresora imprime caracteres raros,La impresora PrintMax TX-200 de la caja 8 imprime puros simbolos raros en vez del ticket.,2026-07-31 04:54
1166,2026-07-24 12:48,T01,Cajas,Media,Cerrado,Pantalla de caja parpadea,"La pantalla de la caja 2 parpadea y a veces se pone negra, no se puede trabajar asi.",2026-07-25 13:45
1167,2026-07-25 09:52,T04,Cajas,Media,Cerrado,Bascula descalibrada,"La bascula de la caja 4 pesa de mas, un cliente lo comprobo con su propia bascula.",2026-07-26 22:15
1168,2026-07-25 13:04,T04,Mantenimiento,Media,Cerrado,aire acondicionado no enfria,"El clima del area de abarrotes no enfria, esta a 30 grados adentro, clientes se quejan.",2026-07-27 19:59
1169,2026-07-25 19:52,T03,Mantenimiento,Baja,Cerrado,Se fue la luz en refris gracias,"Se fue la luz en refris del pasillo 11, ya llevan como 2 hrs sin frio, los lacteos estan en riesgo.",2026-07-28 18:28
1170,2026-07-25 20:34,T03,RH,Baja,Cerrado,uniformes pendientes,"ya pedimos uniformes hace 3 semanas para los nuevos y no llegan, andan con ropa de calle.",2026-08-03 11:34
1171,2026-07-26 13:59,T01,TI,Media,Resuelto,Pantalla de precios apagada,"La pantalla digital de precios de la entrada esta en negro, ya la desconectamos y conectamos.",2026-07-27 18:53
1172,2026-07-26 16:39,T03,RH,Baja,Cerrado,Capacitación de manejo de alimentos,necesitamos programar la capacitacion de manejo higienico de alimentos para 5 personas de perecederos.,2026-07-29 10:54
1173,2026-07-26 17:36,T03,Inventario,Baja,Cerrado,producto no llegó del cedis gracias,"El pedido de ayer llego sin la tarima de lacteos, no tenemos leche para el fin de semana gracias",2026-07-30 11:00
1174,2026-07-26 18:55,T01,TI,Media,Cerrado,Internet lento en tienda,"el internet esta muy lento, las terminales tardan en autorizar y la gente se desespera en fila.",2026-07-27 15:36
1175,2026-07-27 07:23,T04,Cajas,Alta,Resuelto,Terminal bancaria rechazada,"La terminal de la caja 7 rechaza todas las tarjetas, dice error de comunicacion.",2026-07-27 17:05
1176,2026-07-27 21:27,T01,Cajas,Baja,Cerrado,Autocobro fuera de servicio,La caja de autocobro 9 marca fuera de servicio desde ayer.,2026-08-03 02:41
1177,2026-07-28 08:55,T02,Cajas,Baja,Cerrado,Impresora de caja atascada,"La PrintMax TX-200 de la caja 10 se atasca el papel cada rato, ya cambiamos el rollo y nada.",2026-07-31 08:22
1178,2026-07-28 09:07,T04,Cajas,Alta,Cerrado,Teclado con teclas pegadas,"El teclado de la caja 5 tiene teclas pegadas, sobre todo el enter gracias",2026-07-28 18:03
1179,2026-07-28 11:30,T03,Mantenimiento,Media,Cerrado,Gotera en área de cajas,"hay una gotera arriba de la caja 11 y ya se mojo el piso, riesgo de q se resbale alguien.",2026-07-31 22:39
1180,2026-07-28 14:03,T04,Cajas,Alta,Cerrado,Ticket sale en blanco,"En la caja 7 el ticket sale en blanco, la impresora PrintMax TX-200 prende pero no marca nada.",2026-07-29 23:22
1181,2026-07-29 11:32,T04,RH,Baja,Cerrado,Cambio de horario,"Solicitud de cambio de turno de un colaborador de bodega por estudios, ¿se puede?",2026-08-07 17:44
1182,2026-07-29 17:47,T02,Inventario,Baja,Cerrado,Producto sin codigo en sistema,"Llego un producto nuevo de PRV-07 y no tiene codigo cargado, no se puede vender.",2026-08-04 17:58
1183,2026-07-29 18:42,T02,Inventario,Alta,Resuelto,Exceso de producto,"Nos mandaron el triple de agua embotellada de lo que pedimos, no hay donde ponerla gracias",2026-07-30 08:35
1184,2026-07-30 10:18,T03,Mantenimiento,Alta,Cerrado,montacargas no arranca,"El montacargas de bodega no arranca, no podemos bajar tarimas de la recepcion.",2026-07-30 17:29
1185,2026-07-30 15:01,T01,Cajas,Baja,Cerrado,Teclado con teclas pegadas,"El teclado de la caja 5 tiene teclas pegadas, sobre todo el enter.",2026-08-04 14:28
1186,2026-07-31 07:23,T04,Mantenimiento,Media,Resuelto,Gotera en area de cajas gracias,"Hay una gotera arriba de la caja 12 y ya se mojo el piso, riesgo de q se resbale alguien.",2026-08-03 01:00
1187,2026-07-31 15:59,T01,Mantenimiento,Baja,Cerrado,Fuga de agua en banos,"Fuga de agua en el bano de clientes, el lavabo no cierra y se desperdicia mucha agua.",2026-08-06 03:06
1188,2026-07-31 17:21,T04,TI,Alta,Cerrado,Usuario bloqueado,"se me bloqueo el usuario del sistema de nomina, necesito que lo desbloqueen porfa es urgente para el corte gracias",2026-08-02 15:45
1189,2026-07-31 18:28,T02,Inventario,Media,Resuelto,Producto sin codigo en sistema gracias,"llegó un producto nuevo de prv-05 y no tiene codigo cargado, no se puede vender gracias",2026-08-03 09:46
1190,2026-08-01 09:36,T03,Mantenimiento,Alta,Cerrado,Congelador con hielo acumulado,El congelador de la isla 10 tiene mucho hielo y la puerta ya no cierra bien.,2026-08-02 00:22
1191,2026-08-02 10:06,T03,Mantenimiento,Crítica,Cerrado,Cortina de bodega atorada,"La cortina metalica de recepcion se atoro a medias, los proveedores no pueden descargar.",2026-08-02 11:38
1192,2026-08-02 16:02,T01,Cajas,Alta,Cerrado,Teclado con teclas pegadas,"El teclado de la caja 2 tiene teclas pegadas, sobre todo el enter.",2026-08-03 02:34
1193,2026-08-02 20:17,T03,Inventario,Baja,Cerrado,Ajuste de inventario negativo,"El sistema marca existencia negativa de Arroz 1 kg, favor de ajustar.",2026-08-11 10:16
1194,2026-08-03 07:10,T02,RH,Media,Cerrado,Cambio de horario,"Solicitud de cambio de turno de un colaborador de bodega por estudios, ¿se puede?",2026-08-06 05:47
1195,2026-08-03 07:13,T01,RH,Baja,Cerrado,Capacitación de manejo de alimentos,necesitamos programar la capacitacion de manejo higienico de alimentos para 5 personas de perecederos.,2026-08-07 03:09
1196,2026-08-03 14:24,T02,Cajas,Baja,Cerrado,la caja 2 no imprime,"la impresora printmax tx-200 de la caja 2 no imprime tickets, ya la reiniciamos 2 veces y sigue igual gracias",2026-08-08 14:53
1197,2026-08-03 19:54,T03,Inventario,Alta,Cerrado,Producto caducado en anaquel gracias,"Encontramos Chile serrano kg caducado en anaquel, ya lo retiramos pero hay que revisar el resto gracias",2026-08-04 18:21
1198,2026-08-03 21:45,T02,RH,Alta,Cerrado,Alta de empleado nuevo,"Entra un nuevo colaborador el lunes a perecederos, necesito su alta en sistema y gafete.",2026-08-05 14:11
1199,2026-08-04 07:31,T01,Inventario,Baja,Cerrado,Precio en anaquel no coincide,"El precio en anaquel de Aceite vegetal 1 L es distinto al de caja, los clientes reclaman gracias",2026-08-13 09:17
1200,2026-08-04 08:46,T02,Mantenimiento,Alta,Cerrado,Aire acondicionado no enfría,"El clima del area de abarrotes no enfria, esta a 30 grados adentro, clientes se quejan.",2026-08-05 06:38
1201,2026-08-04 09:18,T04,RH,Baja,Cerrado,Capacitación de manejo de alimentos,necesitamos programar la capacitacion de manejo higienico de alimentos para 5 personas de perecederos gracias,2026-08-14 07:42
1202,2026-08-04 10:27,T01,RH,Baja,Resuelto,Error en nómina,"a dos cajeros les pagaron menos horas de las que checaron la semana pasada, favor de revisar.",2026-08-12 10:26
1203,2026-08-04 12:08,T04,Mantenimiento,Alta,Cerrado,Refrigerador de carnes no enfria,"El refri de carnes marca 9 grados y debe estar en 2, urge tecnico antes de q se eche a perder el producto.",2026-08-05 05:01
1204,2026-08-04 12:34,T01,Mantenimiento,Media,Cerrado,Foco fundido en estacionamiento,"Hay varios focos fundidos en el estacionamiento lado norte, esta muy oscuro en la noche.",2026-08-05 17:18
1205,2026-08-04 20:29,T02,Cajas,Media,Resuelto,lector de código no lee,"el lector de la caja 5 no lee los codigos, hay que teclearlos a mano y se hace fila.",2026-08-06 19:28
1206,2026-08-05 11:27,T03,Mantenimiento,Media,Cerrado,gotera en área de cajas,"Hay una gotera arriba de la caja 2 y ya se mojó el piso, riesgo de q se resbale alguien gracias",2026-08-09 06:56
1207,2026-08-05 15:15,T03,Inventario,Media,Cerrado,producto sin código en sistema,"Llego un producto nuevo de PRV-11 y no tiene codigo cargado, no se puede vender.",2026-08-08 21:49
1208,2026-08-05 18:28,T03,Inventario,Baja,Cerrado,Precio en anaquel no coincide,"el precio en anaquel de cebolla blanca kg es distinto al de caja, los clientes reclaman.",2026-08-14 15:42
1209,2026-08-05 19:50,T04,Mantenimiento,Media,Resuelto,Cortina de bodega atorada,"La cortina metalica de recepcion se atoro a medias, los proveedores no pueden descargar.",2026-08-06 22:16
1210,2026-08-06 09:10,T03,Inventario,Media,Resuelto,ajuste de inventario negativo gracias,"El sistema marca existencia negativa de Jitomate saladette kg, favor de ajustar.",2026-08-07 02:43
1211,2026-08-06 14:56,T02,Mantenimiento,Alta,Cerrado,Refrigerador de carnes no enfria,"El refri de carnes marca 9 grados y debe estar en 2, urge tecnico antes de que se eche a perder el producto.",2026-08-06 19:39
1212,2026-08-06 17:22,T03,TI,Media,Resuelto,Reloj checador no lee huellas gracias,"El checador de la entrada de empleados no lee huellas, los muchachos no pueden checar entrada gracias",2026-08-09 17:55
1213,2026-08-07 10:05,T03,Cajas,Alta,Resuelto,teclado con teclas pegadas,"El teclado de la caja 8 tiene teclas pegadas, sobre todo el enter.",2026-08-08 19:58
1214,2026-08-07 16:49,T03,TI,Media,Resuelto,Impresora de oficina sin tóner,"La impresora de la oficina (la de reportes, no la de cajas) ya no tiene toner, favor de surtir gracias",2026-08-11 04:10
1215,2026-08-07 16:58,T02,Inventario,Baja,Cerrado,precio en anaquel no coincide,"El precio en anaquel de Limpiador multiusos 1 L es distinto al de caja, los clientes reclaman.",2026-08-13 10:22
1216,2026-08-07 18:11,T03,Cajas,Media,Cerrado,Autocobro fuera de servicio gracias,La caja de autocobro 7 marca fuera de servicio desde ayer.,2026-08-10 08:19
1217,2026-08-08 08:26,T03,TI,Alta,Cerrado,Pantalla de precios apagada,"la pantalla digital de precios de la entrada está en negro, ya la desconectamos y conectamos.",2026-08-10 07:40
1218,2026-08-09 07:02,T04,Inventario,Media,Resuelto,Ajuste de inventario negativo,"El sistema marca existencia negativa de Queso panela 400 g, favor de ajustar.",2026-08-11 09:35
1219,2026-08-09 13:48,T03,Mantenimiento,Media,Cerrado,Se fue la luz en refris,"Se fue la luz en refris del pasillo 14, ya llevan como 2 hrs sin frio, los lacteos estan en riesgo gracias",2026-08-11 12:37
1220,2026-08-09 14:12,T03,Mantenimiento,Baja,Cerrado,Refrigerador de carnes no enfría,"El refri de carnes marca 9 grados y debe estar en 2, urge tecnico antes de que se eche a perder el producto.",2026-08-13 16:22
1221,2026-08-09 17:24,T03,TI,Crítica,Cerrado,Correo no sincroniza,"El correo del gerente no baja mensajes desde ayer, dice contraseña incorrecta pero es la misma.",2026-08-10 05:01
1222,2026-08-10 12:20,T03,TI,Alta,Resuelto,Se cayó el wifi de los handhelds,"Los handhelds de piso no agarran wifi en el pasillo 2, no podemos hacer conteos.",2026-08-11 14:28
1223,2026-08-10 17:10,T02,Cajas,Baja,Cerrado,Báscula descalibrada,"la bascula de la caja 4 pesa de mas, un cliente lo comprobo con su propia bascula.",2026-08-14 09:03
1224,2026-08-10 17:11,T02,Mantenimiento,Alta,Cerrado,Anaquel flojo,"Un anaquel del pasillo 5 está flojo y se mueve, hay que apretarlo antes de que se caiga gracias",2026-08-11 12:00
1225,2026-08-10 19:39,T01,TI,Media,Resuelto,internet lento en tienda,"El internet esta muy lento, las terminales tardan en autorizar y la gente se desespera en fila.",2026-08-14 16:20
1226,2026-08-11 07:17,T01,RH,Baja,Cerrado,Falta personal en fin de semana gracias,"Necesitamos apoyo de 2 cajeros para sabado y domingo, tenemos 3 vacantes sin cubrir.",2026-08-16 08:09
1227,2026-08-11 17:05,T03,RH,Baja,Resuelto,Uniformes pendientes,"Ya pedimos uniformes hace 3 semanas para los nuevos y no llegan, andan con ropa de calle.",2026-08-20 01:25
1228,2026-08-12 08:20,T03,Inventario,Media,Cerrado,Diferencia en conteo cíclico gracias,"El conteo del pasillo 1 salió con diferencia de 4 piezas contra sistema, ¿reconteo?",2026-08-13 06:17
1229,2026-08-12 10:50,T03,TI,Media,Resuelto,Correo no sincroniza,"El correo del gerente no baja mensajes desde ayer, dice contraseña incorrecta pero es la misma.",2026-08-13 20:39
1230,2026-08-12 18:54,T01,Mantenimiento,Crítica,Cerrado,Anaquel flojo,"Un anaquel del pasillo 9 está flojo y se mueve, hay que apretarlo antes de que se caiga gracias",2026-08-13 03:40
1231,2026-08-12 19:15,T01,Mantenimiento,Media,Cerrado,Puerta automática no abre,"La puerta de la entrada principal se atora y hay que abrirla a mano, la gente se enoja.",2026-08-13 08:05
1232,2026-08-12 19:33,T01,RH,Baja,Cerrado,Duda de vacaciones gracias,"Un colaborador pregunta como se calculan sus dias de vacaciones, ¿me mandan la tabla?",2026-08-17 18:31
1233,2026-08-13 12:33,T03,Inventario,Media,Cerrado,Producto caducado en anaquel,"Encontramos Frijol pinto 1 kg caducado en anaquel, ya lo retiramos pero hay q revisar el resto.",2026-08-16 01:47
1234,2026-08-13 14:56,T03,RH,Baja,Cerrado,Falta personal en fin de semana,"necesitamos apoyo de 2 cajeros para sabado y domingo, tenemos 3 vacantes sin cubrir gracias",2026-08-17 11:20
1235,2026-08-13 20:22,T02,Inventario,Baja,Cerrado,Producto no llegó del CEDIS,"El pedido de ayer llegó sin la tarima de lacteos, no tenemos leche para el fin de semana.",2026-08-23 11:16
1236,2026-08-14 08:39,T04,TI,Alta,Cerrado,internet lento en tienda,"el internet está muy lento, las terminales tardan en autorizar y la gente se desespera en fila.",2026-08-15 23:30
1237,2026-08-14 11:02,T02,Mantenimiento,Media,Resuelto,Se fue la luz en refris,"Se fue la luz en refris del pasillo 11, ya llevan como 2 hrs sin frio, los lacteos estan en riesgo.",2026-08-15 17:12
1238,2026-08-14 14:29,T04,Inventario,Media,Cerrado,diferencia en conteo ciclico gracias,"el conteo del pasillo 11 salio con diferencia de 5 piezas contra sistema, ¿reconteo?",2026-08-17 08:12
1239,2026-08-15 15:46,T04,Mantenimiento,Media,Cerrado,Foco fundido en estacionamiento,"Hay varios focos fundidos en el estacionamiento lado norte, esta muy oscuro en la noche.",2026-08-19 10:45
1240,2026-08-15 18:52,T01,Cajas,Media,Cerrado,Báscula descalibrada,"La bascula de la caja 9 pesa de mas, un cliente lo comprobo con su propia bascula.",2026-08-18 16:12
1241,2026-08-16 08:15,T03,Mantenimiento,Alta,Cerrado,Aire acondicionado no enfría,"El clima del area de abarrotes no enfria, esta a 30 grados adentro, clientes se quejan.",2026-08-16 13:26
1242,2026-08-16 13:43,T03,Inventario,Baja,Cerrado,Diferencia en conteo cíclico,"El conteo del pasillo 5 salió con diferencia de 23 piezas contra sistema, ¿reconteo? gracias",2026-08-21 13:12
1243,2026-08-17 09:34,T03,RH,Baja,Resuelto,Incapacidad por registrar,Un colaborador trajo su incapacidad del IMSS y no sé donde la capturo en el sistema.,2026-08-26 23:30
1244,2026-08-17 16:11,T03,Mantenimiento,Alta,Cerrado,fuga de agua en baños,"Fuga de agua en el baño de clientes, el lavabo no cierra y se desperdicia mucha agua.",2026-08-18 09:11
1245,2026-08-17 19:08,T02,RH,Baja,Resuelto,Duda de vacaciones,"Un colaborador pregunta como se calculan sus dias de vacaciones, ¿me mandan la tabla?",2026-08-26 13:15
1246,2026-08-18 10:26,T03,Cajas,Media,Cerrado,Ticket sale en blanco,"En la caja 9 el ticket sale en blanco, la impresora PrintMax TX-200 prende pero no marca nada gracias",2026-08-19 12:44
1247,2026-08-18 12:37,T04,Cajas,Baja,Cerrado,Cajón de dinero no abre,"el cajon de la caja 3 no abre, la cajera tiene q abrirlo con la llave cada venta.",2026-08-24 12:37
1248,2026-08-18 13:28,T01,Inventario,Alta,Cerrado,Diferencia en conteo cíclico,"El conteo del pasillo 12 salio con diferencia de 31 piezas contra sistema, ¿reconteo?",2026-08-19 13:16
1249,2026-08-18 18:45,T01,Mantenimiento,Alta,Cerrado,Foco fundido en estacionamiento,"Hay varios focos fundidos en el estacionamiento lado norte, esta muy oscuro en la noche.",2026-08-20 11:31
1250,2026-08-19 09:04,T01,Cajas,Media,Cerrado,Lector de código no lee,"El lector de la caja 12 no lee los codigos, hay que teclearlos a mano y se hace fila.",2026-08-21 23:25
1251,2026-08-19 18:32,T04,Mantenimiento,Alta,Resuelto,Congelador con hielo acumulado,El congelador de la isla 3 tiene mucho hielo y la puerta ya no cierra bien.,2026-08-20 21:51
1252,2026-08-19 19:39,T02,Cajas,Alta,Cerrado,Autocobro fuera de servicio,La caja de autocobro 8 marca fuera de servicio desde ayer.,2026-08-20 17:11
1253,2026-08-20 07:14,T03,TI,Media,Cerrado,impresora de oficina sin toner,"La impresora de la oficina (la de reportes, no la de cajas) ya no tiene toner, favor de surtir.",2026-08-22 09:20
1254,2026-08-21 07:58,T03,Mantenimiento,Baja,Cerrado,Montacargas no arranca,"el montacargas de bodega no arranca, no podemos bajar tarimas de la recepcion.",2026-08-26 17:42
1255,2026-08-21 09:30,T04,RH,Media,Cerrado,Alta de empleado nuevo,"Entra un nuevo colaborador el lunes a perecederos, necesito su alta en sistema y gafete.",2026-08-24 08:24
1256,2026-08-21 10:04,T02,TI,Baja,Resuelto,Cámaras sin grabar gracias,"El sistema de camaras marca que no esta grabando desde la noche, lo necesitamos por seguridad.",2026-08-28 16:25
1257,2026-08-21 11:09,T02,RH,Alta,Cerrado,alta de empleado nuevo,"Entra un nuevo colaborador el lunes a perecederos, necesito su alta en sistema y gafete gracias",2026-08-22 11:27
1258,2026-08-22 08:20,T02,RH,Media,Abierto,Cambio de horario,"Solicitud de cambio de turno de un colaborador de bodega por estudios, ¿se puede?",
1259,2026-08-22 09:51,T03,Cajas,Alta,Cerrado,Teclado con teclas pegadas gracias,"El teclado de la caja 9 tiene teclas pegadas, sobre todo el enter gracias",2026-08-23 02:54
1260,2026-08-22 10:20,T01,RH,Baja,Cerrado,Duda de vacaciones,"un colaborador pregunta como se calculan sus dias de vacaciones, ¿me mandan la tabla?",2026-08-27 18:10
1261,2026-08-22 16:26,T02,Inventario,Alta,Abierto,Merma alta en frutas,"la merma de frutas y verduras esta muy alta esta semana, sobre todo en platano y fresa.",
1262,2026-08-22 20:54,T02,Inventario,Baja,Cerrado,Faltante en recepción,"en la recepcion de prv-11 faltaron 17 cajas contra la factura, ya lo anotamos en la remisión gracias",2026-08-29 12:59
1263,2026-08-23 08:07,T04,Cajas,Media,Resuelto,Pantalla de caja parpadea,"La pantalla de la caja 12 parpadea y a veces se pone negra, no se puede trabajar asi.",2026-08-23 23:17
1264,2026-08-23 10:49,T03,Mantenimiento,Media,Cerrado,cortina de bodega atorada,"La cortina metalica de recepcion se atoro a medias, los proveedores no pueden descargar.",2026-08-25 12:32
1265,2026-08-23 13:29,T02,Mantenimiento,Media,En proceso,Se fue la luz en refris,"Se fue la luz en refris del pasillo 13, ya llevan como 2 hrs sin frio, los lacteos estan en riesgo.",
1266,2026-08-23 19:40,T02,Cajas,Media,En proceso,báscula descalibrada,"La bascula de la caja 10 pesa de mas, un cliente lo comprobo con su propia bascula.",
1267,2026-08-24 08:04,T04,TI,Alta,Resuelto,impresora de oficina sin toner,"La impresora de la oficina (la de reportes, no la de cajas) ya no tiene toner, favor de surtir.",2026-08-26 08:02
1268,2026-08-24 09:28,T01,TI,Media,Cerrado,Reloj checador no lee huellas,"El checador de la entrada de empleados no lee huellas, los muchachos no pueden checar entrada.",2026-08-28 03:19
1269,2026-08-24 21:03,T02,Inventario,Media,Abierto,precio en anaquel no coincide,"El precio en anaquel de Harina de trigo 1 kg es distinto al de caja, los clientes reclaman.",
1270,2026-08-25 10:03,T03,TI,Alta,Cerrado,Actualizacion pendiente en POS,"Las cajas piden una actualizacion y no sabemos si aplicarla o esperar, ¿nos dicen? gracias",2026-08-26 13:58
1271,2026-08-25 21:42,T03,Inventario,Baja,Cerrado,exceso de producto,"nos mandaron el triple de agua embotellada de lo que pedimos, no hay donde ponerla.",2026-08-31 17:18
1272,2026-08-26 13:13,T03,TI,Media,En proceso,Se cayó el wifi de los handhelds,"Los handhelds de piso no agarran wifi en el pasillo 11, no podemos hacer conteos.",
1273,2026-08-27 10:34,T02,Cajas,Baja,En proceso,impresora de caja atascada,"La PrintMax TX-200 de la caja 8 se atasca el papel cada rato, ya cambiamos el rollo y nada.",
1274,2026-08-27 14:56,T01,RH,Media,En proceso,Capacitación de manejo de alimentos,Necesitamos programar la capacitacion de manejo higienico de alimentos para 5 personas de perecederos.,
1275,2026-08-27 16:12,T03,TI,Baja,Abierto,Pantalla de precios apagada,"la pantalla digital de precios de la entrada está en negro, ya la desconectamos y conectamos gracias",
1276,2026-08-27 18:46,T02,Mantenimiento,Media,Resuelto,Gotera en área de cajas,"Hay una gotera arriba de la caja 9 y ya se mojó el piso, riesgo de q se resbale alguien gracias",2026-08-31 16:55
1277,2026-08-28 11:32,T01,Cajas,Alta,Cerrado,terminal bancaria rechazada,"la terminal de la caja 12 rechaza todas las tarjetas, dice error de comunicacion.",2026-08-29 06:58
1278,2026-08-28 12:14,T03,Mantenimiento,Media,En proceso,Montacargas no arranca,"El montacargas de bodega no arranca, no podemos bajar tarimas de la recepcion.",
1279,2026-08-28 17:40,T01,Inventario,Media,Abierto,Producto no llego del CEDIS gracias,"El pedido de ayer llegó sin la tarima de lacteos, no tenemos leche para el fin de semana.",
1280,2026-08-28 21:49,T01,RH,Baja,Abierto,error en nomina,"a dos cajeros les pagaron menos horas de las que checaron la semana pasada, favor de revisar.",
1281,2026-08-29 16:02,T01,TI,Baja,En proceso,correo no sincroniza,"El correo del gerente no baja mensajes desde ayer, dice contraseña incorrecta pero es la misma.",
1282,2026-08-30 13:40,T01,TI,Media,En proceso,camaras sin grabar gracias,"El sistema de camaras marca que no esta grabando desde la noche, lo necesitamos por seguridad.",
1283,2026-08-30 19:11,T03,Mantenimiento,Media,Abierto,Aire acondicionado no enfría,"El clima del area de abarrotes no enfria, esta a 30 grados adentro, clientes se quejan.",
1284,2026-08-31 10:04,T02,Mantenimiento,Alta,Abierto,Fuga de agua en baños,"Fuga de agua en el baño de clientes, el lavabo no cierra y se desperdicia mucha agua.",
1285,2026-08-31 20:37,T02,Inventario,Media,Abierto,Faltante en recepción,"en la recepcion de prv-15 faltaron 38 cajas contra la factura, ya lo anotamos en la remision.",
